Page,Pageviews,Avg. Time on Page,Entrances,Bounce Rate
/animal-shelter/animals/58912,34,2,0,-0.0
/animal-shelter/animals/59458,34,16,0,-0.0
/animal-shelter/animals/59582,34,8,0,-0.0
/animal-shelter/animals/59951,34,30,6,-50.0
/animal-shelter/animals/60441,34,9,1,-100.0
/animal-shelter/animals/60658,34,19,0,-0.0
/animal-shelter/animals/60728,34,15,0,-0.0
/animal-shelter/animals/61087,34,14,0,-0.0
/animal-shelter/animals/61435,34,13,0,-0.0
/animal-shelter/found/176,34,15,1,-0.0
/animal-shelter/found/239,34,6,0,-0.0
/animal-shelter/lost/Other,34,15,0,-0.0
/directorylocations/viewLocation.php?location_id=60,34,31,26,-53.85
/documents/viewDocument.php?document_id=1979,34,98,23,-60.87
/engineering/projects/adams-kirkwood-old,34,94,1,-0.0
/farmers-market/vendors/tracy-branam,34,10,4,-75.0
/index.php/recreation/sports/basketball,34,27,1,-0.0
/locations/mccloskey-conference-room,34,67,11,-63.64
/media/media/application/pdf/949.pdf,34,201,26,-57.69
/news/2006/02/09/2037,34,144,18,-44.44
/news/2016/12/01/1059,34,15,12,-25.0
/news/2016/12/16/1633,34,79,10,-70.0
/news/2016/12/19/1265,34,26,8,-62.5
/news/2017/06/30/952,34,21,6,-33.33
/news/2017/11/03/2965,34,54,1,-100.0
/news/2018/07/31/3623,34,65,7,-57.14
/news/2018/10/16/3724,34,41,12,-58.33
/news/2018/12/07/3788,34,74,13,-84.62
/node/2847,34,197,24,-75.0
/recreation/camps/break-days,34,9,3,-66.67
/recreation/programs/10262,34,32,22,-40.91
/recreation/programs/10424,34,13,2,-50.0
/recreation/programs/10665,34,95,2,-100.0
/search/node?keys=Adoption,34,16,0,-0.0
/search/node?keys=Boxer,34,5,0,-0.0
/search/node?keys=building+permits,34,30,0,-0.0
/search/node?keys=Cat,34,23,0,-0.0
/sections/viewSection.php?section_id=191,34,40,24,-41.67
/sections/viewSection.php?section_id=54,34,20,21,-19.05
/animal-shelter/animals?species=Cat&form_build_id=form-4EOixUU_SqPb5_pFuDkxm9jHd8gC66sJDWT58ZN42CU&form_id=asm_animalsearchform&op=Search,33,6,21,-0.0
/animal-shelter/animals/59347,33,6,1,-100.0
/animal-shelter/animals/59465,33,8,2,-50.0
/animal-shelter/animals/59500,33,7,0,-0.0
/animal-shelter/animals/59699,33,68,0,-0.0
/animal-shelter/animals/60161,33,65,0,-0.0
/animal-shelter/animals/60375,33,6,0,-0.0
/animal-shelter/animals/61191,33,14,2,-100.0
/animal-shelter/animals/61498,33,74,3,-100.0
/animal-shelter/animals/61581,33,12,1,-0.0
/animal-shelter/animals/61638,33,11,0,-0.0
/animal-shelter/found/246,33,9,0,-0.0
/citizens-academy/class/2,33,73,4,-50.0
/documents/viewDocument.php?document_id=677,33,12,22,-68.18
/farmers-market/prepared-food/macaronsco,33,37,7,-85.71
/farmers-market/vendors/simmons-winery,33,50,1,-100.0
/index.php/boards/deertaskforce/lyme-disease,33,0,32,-100.0
/index.php/locations/olcott-park-playground,33,33,25,-84.0
/index.php/police/permits,33,35,1,-0.0
/news/2016/08/18/2409,33,59,17,-58.82
/news/2017/10/18/2930,33,100,16,-56.25
/news/2018/04/11/3480,33,34,4,-100.0
/news/2018/08/06/3630,33,213,23,-95.65
/news/2018/12/10/3792,33,83,8,-75.0
/recreation/programs/10166,33,54,22,-50.0
/recreation/programs/10346,33,71,4,-50.0
/recreation/programs/10356,33,58,27,-88.89
/recreation/programs/10400,33,146,13,-30.77
/recreation/programs/10539,33,131,3,-66.67
/recreation/programs/10743,33,112,1,-0.0
/search/node?keys=christmas,33,5,0,-0.0
/search/node?keys=Directory,33,42,1,-0.0
/search/node?keys=Membership,33,40,0,-0.0
/search/node?keys=Pool,33,17,0,-0.0
/search/node?keys=Twin+lakes,33,11,0,-0.0
/streets-parking-and-traffic/70,33,70,13,-46.15
/streets-parking-and-traffic/78,33,70,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-jcVh7grcnItOuFBbpK3aQ0CQ_Uxo4HEH1F7NLcNaxK0&form_id=asm_animalsearchform&op=Search,32,5,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-LIE4-Ch2Dk8hpkhDyyNbyoDsXW8lUxuzcZGbZjgFSrY&form_id=asm_animalsearchform&op=Search,32,6,2,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-M4tvmjv6V58guR80xcZRiBzWeZqwNX-kX62FnMeAo-w&form_id=asm_animalsearchform&op=Search,32,5,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-pli0bggHTfgm8x9EVNfnAjmjsa4pSHnZElFWYHTeqS0&form_id=asm_animalsearchform&op=Search,32,6,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-sle7Mr-a_uOAOKhvhBwounj-4ipcu8UZY44fag6PhjM&form_id=asm_animalsearchform&op=Search,32,6,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-xZDHZEwrclZZ53SY3Xu_eDWFCDuGFNEL3fe8ViFjg4g&form_id=asm_animalsearchform&op=Search,32,5,12,-0.0
/animal-shelter/animals/58059,32,7,1,-0.0
/animal-shelter/animals/59957,32,8,0,-0.0
/animal-shelter/animals/59958,32,28,0,-0.0
/animal-shelter/animals/60149,32,11,2,-50.0
/animal-shelter/animals/60300,32,7,0,-0.0
/animal-shelter/animals/60331,32,15,0,-0.0
/animal-shelter/animals/60611,32,19,0,-0.0
/animal-shelter/animals/60907,32,9,2,-100.0
/animal-shelter/animals/60935,32,7,0,-0.0
/animal-shelter/animals/61235,32,17,2,-50.0
/animal-shelter/animals/61450,32,12,0,-0.0
/animal-shelter/animals/61571,32,62,1,-0.0
/animal-shelter/found/180,32,17,0,-0.0
/animal-shelter/lost/1239,32,11,0,-0.0
/animal-shelter/lost/1275,32,18,0,-0.0
/animal-shelter/lost/1300,32,7,0,-0.0
/cooking,32,143,27,-85.19
/council/,32,66,14,-50.0
/directoryleaves,32,33,27,-11.11
/documents/viewDocument.php?document_id=4195,32,0,22,-54.55
/farmers-market/vendors/gene-newton,32,20,2,-100.0
/farmers-market/vendors/waglers,32,19,4,-100.0
/index.php/engineering/projects/tapp-rockport,32,291,16,-87.5
/index.php/locations/lake-monroe,32,23,27,-92.59
/index.php/utilities/rates,32,127,24,-87.5
/news/2017/01/10/1486,32,3,12,-0.0
/news/2017/04/20/1033,32,166,8,-87.5
/news/2017/10,32,22,3,-33.33
/news/2017/10/16/2924,32,55,19,-63.16
/news/2017/11/17/2992,32,38,15,-46.67
/news/2018/01/29/3132,32,5,13,-38.46
/news/2018/09/07/3675,32,33,1,-100.0
/news/2018/09/20/3691,32,44,11,-100.0
/parks/trails/clear-creek-trail/born-learning,32,132,6,-33.33
/planning/projects/tapp,32,11,9,-0.0
/recreation/fitness/taekwondo,32,29,4,-25.0
/recreation/programs/10175,32,212,13,-53.85
/recreation/programs/10185,32,52,17,-29.41
/recreation/programs/10234,32,61,23,-52.17
/recreation/programs/10510,32,13,2,-100.0
/search/node?keys=Baseball,32,15,0,-0.0
/search/node?keys=construction,32,17,1,-0.0
/search/node?keys=Events,32,10,3,-100.0
/search/node?keys=Fees,32,25,0,-0.0
/search/node?keys=Fire,32,12,1,-100.0
/search/node?keys=golf,32,57,0,-0.0
/search/node?keys=pay+parking+ticket,32,16,0,-0.0
/search/node?keys=Volunteer+,32,16,0,-0.0
/timesheet,32,18,11,-18.18
/animal-shelter/animals/59032,31,12,1,-100.0
/animal-shelter/animals/59480,31,20,0,-0.0
/animal-shelter/animals/59639,31,16,0,-0.0
/animal-shelter/animals/59942,31,10,0,-0.0
/animal-shelter/animals/60333,31,7,0,-0.0
/animal-shelter/animals/60835,31,10,2,-100.0
/animal-shelter/animals/60881,31,11,0,-0.0
/animal-shelter/animals/61768,31,18,1,-100.0
/animal-shelter/animals/61883,31,14,0,-0.0
/animal-shelter/found/191,31,19,0,-0.0
/animal-shelter/lost/1264,31,6,0,-0.0
/animal-shelter/lost/1296,31,9,0,-0.0
/boards/housing-quality-appeals/meetings/2018,31,99,1,-0.0
/citizens-academy/2017/1,31,32,1,-0.0
/departments/hr/jobs/crime-scene-technician-property-manager-police-department,31,118,15,-33.33
/documents/viewDocument.php?document_id=481,31,72,16,-25.0
/farmers-market/vendors/three-acres-0,31,25,3,-100.0
/green-building-incentives,31,5,29,-82.76
/index.php/engineering/projects,31,26,2,-0.0
/index.php/fire,31,33,15,-26.67
/index.php/node/3596,31,379,14,-85.71
/index.php/parks/trails/bloomington-rail-trail,31,39,3,-66.67
/kid-city-summer,31,8,23,-69.57
/media/media/application/pdf/13371.pdf,31,69,22,-59.09
/media/media/application/pdf/509.pdf,31,14,16,-37.5
/media/media/application/pdf/86.pdf,31,7,16,-31.25
/news/2006/02/07/1207,31,255,23,-60.87
/news/2016/12/09/1962,31,25,9,-22.22
/news/2017/09/27/2891,31,96,18,-55.56
/news/2018/01/18/3073,31,41,7,-57.14
/news/2018/04/20/3504,31,97,13,-76.92
/news/2018/09/04/3669,31,62,6,-83.33
/recreation/programs/10308,31,6,8,-12.5
/recreation/programs/10338,31,118,16,-56.25
/recreation/programs/10744,31,148,0,-0.0
/search/node?keys=bicycle,31,7,0,-0.0
/search/node?keys=Hand,31,15,1,-100.0
/search/node?keys=job,31,18,0,-0.0
/search/node?keys=Job,31,15,0,-0.0
/search/node?keys=Warrants,31,10,1,-0.0
/search/node?keys=water+bill,31,9,1,-0.0
/sections/viewSection.php?section_id=126,31,128,21,-47.62
/web/accessibility,31,15,1,-100.0
/?idsnews_119331=,30,45,12,-0.0
/animal-shelter/animals?species=Cat&form_build_id=form-IvMieY0V-bCGrMxRqGOxBryOxlocwDYRkcS33DdAFTE&form_id=asm_animalsearchform&op=Search,30,4,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-6egMOY35nykec44toK7YYxYvjStRhC8dXuzzRoT5UrM&form_id=asm_animalsearchform&op=Search,30,27,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-d7Pu3gqwbP1g7jmMHxpXlYNZB-Xh42TW7UdmObYDlLs&form_id=asm_animalsearchform&op=Search,30,2,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-d85TSlD6cj3jhEemEKj1ZGtVu3pszt-31qeLhl49QLQ&form_id=asm_animalsearchform&op=Search,30,4,2,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-KBwcFzv86US4Fsl21OeD-x76t1nUDcNWdRBuGldreJU&form_id=asm_animalsearchform&op=Search,30,2,7,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-Prpm0C9ca4RsLGFB47T_Nf97MtMjDmRd_-UTN58yQBw&form_id=asm_animalsearchform&op=Search,30,3,0,-0.0
/animal-shelter/animals/57738,30,5,1,-0.0
/animal-shelter/animals/57969,30,4,0,-0.0
/animal-shelter/animals/59498,30,7,0,-0.0
/animal-shelter/animals/59528,30,9,0,-0.0
/animal-shelter/animals/59620,30,41,0,-0.0
/animal-shelter/animals/60094,30,12,0,-0.0
/animal-shelter/animals/60349,30,10,0,-0.0
/animal-shelter/animals/60438,30,12,0,-0.0
/animal-shelter/animals/60443,30,32,0,-0.0
/animal-shelter/animals/60532,30,95,3,-66.67
/animal-shelter/animals/60693,30,23,0,-0.0
/animal-shelter/animals/60905,30,9,0,-0.0
/animal-shelter/animals/61190,30,60,0,-0.0
/animal-shelter/animals/61249,30,9,0,-0.0
/animal-shelter/animals/61499,30,62,0,-0.0
/animal-shelter/animals/61559,30,10,1,-0.0
/animal-shelter/animals/61572,30,34,0,-0.0
/animal-shelter/animals/61824,30,33,0,-0.0
/animal-shelter/animals/61959,30,17,0,-0.0
/animal-shelter/lost/1228,30,6,0,-0.0
/animal-shelter/lost/1277,30,9,0,-0.0
/animal-shelter/lost/1284,30,7,0,-0.0
/boards/tree/meetings/2018,30,148,3,-66.67
/citizens-academy/class/5,30,181,8,-62.5
/cleanup-and-sanitation/37,30,8,0,-0.0
/council/legislation/Ordinance/2015,30,25,1,-0.0
/council/legislation/Resolution,30,8,2,-0.0
/departments/police/cad,30,31,25,-88.0
/documents/viewDocument.php?document_id=3695,30,3,22,-54.55
/farmers-market/vendors/sam-haddan,30,6,1,-100.0
/index.php/animal-shelter/animals/59851,30,23,0,-0.0
/index.php/departments/esd,30,17,9,-66.67
/index.php/engineering/resources,30,42,0,-0.0
/index.php/news/2018/07/13/3597,30,142,24,-87.5
/index.php/parks/community-events/pumpkin-launch,30,246,13,-76.92
/index.php/parks/facilities/twin-lakes-recreation-center/membership,30,124,13,-53.85
/index.php/parks/volunteer,30,372,6,-83.33
/index.php/rfp,30,93,8,-75.0
/index.php/transportation/roads-and-traffic,30,73,14,-50.0
/inroadsdemo,30,11,14,-21.43
/locations/bloomington-fire-station-1-hq,30,64,6,-66.67
/locations/winslow-woods-park/playground,30,74,13,-53.85
/news/2016/09/27/2188,30,47,8,-62.5
/news/2017/06/12/857,30,81,19,-47.37
/news/2017/06/27/938,30,89,21,-71.43
/news/2018/02/02/3148,30,52,2,-0.0
/news/2018/03/28/3431,30,156,17,-82.35
/news/2019,30,31,0,-0.0
/node/904,30,38,17,-58.82
/recreation/programs/10355,30,13,11,-45.45
/recreation/programs/10569,30,304,23,-82.61
/recreation/programs/10576,30,18,17,-100.0
/recreation/programs/10726,30,109,0,-0.0
/recreation/programs/9927,30,5,8,-0.0
/search/node?keys=Arrest,30,35,3,-100.0
/search/node?keys=Cost,30,23,0,-0.0
/search/node?keys=Employment+,30,19,0,-0.0
/search/node?keys=esuite,30,13,1,-100.0
/search/node?keys=Fire+department+,30,89,1,-100.0
/search/node?keys=Sanitation+,30,13,2,-50.0
/search/node?keys=UDO,30,12,4,-25.0
/search/node?keys=volunteer+network,30,12,2,-0.0
/sections/viewSection.php?section_id=97,30,2,17,-5.88
/animal-shelter/animals?species=Cat&form_build_id=form-ddVXukJ9ozqO4im9sZ3nWSGM45Clt-Gb6xpv3N0bMxA&form_id=asm_animalsearchform&op=Search,29,37,19,-15.79
/animal-shelter/animals/60115,29,9,0,-0.0
/animal-shelter/animals/60324,29,66,0,-0.0
/animal-shelter/animals/60388,29,7,0,-0.0
/animal-shelter/animals/60615,29,7,0,-0.0
/animal-shelter/animals/60848,29,61,4,-75.0
/animal-shelter/animals/61005,29,7,1,-0.0
/animal-shelter/animals/61008,29,6,0,-0.0
/animal-shelter/found/169,29,19,0,-0.0
/animal-shelter/found/227,29,6,1,-0.0
/animal-shelter/found/234,29,20,0,-0.0
/animal-shelter/found/251,29,37,0,-0.0
/business/start/physical/salon,29,18,2,-50.0
/council/legislation/Ordinance/2017/17-02,29,48,11,-27.27
/council/legislation/Ordinance/2017/17-18,29,90,4,-50.0
/documents/viewDocument.php?document_id=1803,29,9,11,-9.09
/documents/viewDocument.php?document_id=271,29,3,17,-47.06
/Dreamers-Doers/Jane-Kupersmith,29,92,14,-78.57
/farmers-market/prepared-food/inkwell,29,28,4,-100.0
/index.php/animal-shelter/animals/59702,29,11,1,-100.0
/index.php/parks/parks/winslow-woods-park,29,83,17,-70.59
/locations/rev-ernest-d-butler-park-playground,29,138,10,-70.0
/mayor/speeches/2016/07/21/997,29,143,14,-100.0
/news/2017/06/09/893,29,88,18,-66.67
/news/2017/08/10/2775,29,82,9,-55.56
/news/2017/09/20/2873,29,122,18,-38.89
/news/2018/03/27/3416,29,82,9,-66.67
/news/2018/08/03/3629,29,11,16,-100.0
/node/3446,29,82,4,-75.0
/parks/parks/southeast-park-playground,29,48,15,-66.67
/police /t _blank,29,9,15,-6.67
/recreation/programs/10259,29,75,20,-75.0
/search/node?keys=animal+control,29,16,0,-0.0
/search/node?keys=concerts,29,8,0,-0.0
/search/node?keys=dog,29,11,0,-0.0
/search/node?keys=Dogs+for+adoption,29,13,0,-0.0
/search/node?keys=Fireworks,29,18,0,-0.0
/search/node?keys=Holidays,29,8,0,-0.0
/search/node?keys=homeless,29,22,1,-0.0
/search/node?keys=innovation,29,5,0,-0.0
/search/node?keys=Leaves,29,14,0,-0.0
/search/node?keys=parking+tickets,29,10,1,-0.0
/search/node?keys=salaries,29,53,0,-0.0
/search/node?keys=Tennis,29,11,1,-100.0
/search/node?keys=twin+lakes,29,6,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-1fGjOpMmiI0-3Otn_Y7C6zv0w9S8lOTol1b8WdzhW70&form_id=asm_animalsearchform&op=Search,28,4,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-2oIaqRPZvStaXiHP906mA9hMDHZ3sN5xKpExYd5IBFY&form_id=asm_animalsearchform&op=Search,28,9,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-40jDndfKRnXsTywzEGS2jh8lo_yXJSrDW9dtA0PE6cA&form_id=asm_animalsearchform&op=Search,28,5,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-69l_KE_cMtN56slRDHzS2pjVE47IRZssMt5A4NPfUg4&form_id=asm_animalsearchform&op=Search,28,6,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-9I4IEoUr7NYlkDGh-kaCTRh9OPsGMjp_HqrQwveXhVI&form_id=asm_animalsearchform&op=Search,28,5,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-B3C6l96OBTW6RhZx-ulCf55ZHVGXAydY3NcG6bemw28&form_id=asm_animalsearchform&op=Search,28,7,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-g5DrZqZhkEWH9eD23HRi-i9_Cty0LYRCN20TCD934I4&form_id=asm_animalsearchform&op=Search,28,4,5,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-gbSbZ7UrwaFrqrh5S0jlFmIsSPKX7KmJXzWEy4jamik&form_id=asm_animalsearchform&op=Search,28,2,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-NGnmvvstAEgxBqyn_J2j1PNf9j2JGhLeg6terQmVzYo&form_id=asm_animalsearchform&op=Search,28,4,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-PLQJkqnP55hLQlsTK3JZQIRuI83Mt4ODeb3oiSOX8_M&form_id=asm_animalsearchform&op=Search,28,3,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-Q1oohrEX06eJMoGPU7GIAeyt-1dTjj1GzgjXJqWB-oo&form_id=asm_animalsearchform&op=Search,28,3,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-RFclXhecJLzXKIrRZEn5dYtSb7AcgsENrUOy12do0r4&form_id=asm_animalsearchform&op=Search,28,5,0,-0.0
/animal-shelter/animals/58180,28,2,5,-0.0
/animal-shelter/animals/59579,28,13,0,-0.0
/animal-shelter/animals/59781,28,5,0,-0.0
/animal-shelter/animals/59783,28,10,0,-0.0
/animal-shelter/animals/60102,28,13,0,-0.0
/animal-shelter/animals/60116,28,60,0,-0.0
/animal-shelter/animals/60274,28,12,1,-100.0
/animal-shelter/animals/60320,28,10,0,-0.0
/animal-shelter/animals/60453,28,14,0,-0.0
/animal-shelter/animals/60548,28,6,0,-0.0
/animal-shelter/animals/60828,28,25,1,-100.0
/animal-shelter/animals/60931,28,4,0,-0.0
/animal-shelter/animals/61531,28,67,0,-0.0
/animal-shelter/animals/61735,28,14,1,-100.0
/animal-shelter/found/185,28,8,0,-0.0
/animal-shelter/found/233,28,29,0,-0.0
/animal-shelter/lost/1246,28,11,1,-0.0
/animal-shelter/lost/607,28,10,1,-100.0
/boards/cdbg-funding/meetings/2018,28,20,0,-0.0
/boards/historic-preservation/meetings/2017,28,171,6,-33.33
/boards/status-of-children/meetings/2018,28,237,3,-33.33
/departments/cfrd/,28,68,12,-41.67
/departments/hr/jobs/comm-relations,28,81,10,-30.0
/farmers-market/prepared-food/scholars-inn-bakehouse,28,20,6,-100.0
/farmers-market/vendors/wendy-smerk,28,8,3,-66.67
/index.php/animal-shelter/animals/60265,28,11,0,-0.0
/index.php/contact,28,108,5,-0.0
/index.php/departments/legal/public-records-request,28,311,11,-63.64
/index.php/parks/rentals,28,50,5,-60.0
/index.php/recreation/fitness/first-aid,28,32,9,-44.44
/index.php/recreation/programs/10412,28,57,5,-0.0
/index.php/sanitation/FAQ,28,212,2,-100.0
/m/viewPage.php?docType=document;document_id=1737,28,43,13,-38.46
/media/media/application/pdf/5409.pdf,28,77,14,-64.29
/news/2016/04/11/2415,28,184,13,-61.54
/news/2016/04/25/2417,28,70,9,-44.44
/news/2016/05/05/1829,28,55,12,-50.0
/news/2016/11/16/2677,28,52,22,-77.27
/news/2017/05/18/764,28,33,17,-58.82
/news/2017/07/27/2746,28,44,11,-9.09
/news/2017/07/31/2760,28,19,10,-30.0
/news/2018/06/08/3563,28,77,6,-66.67
/news/2018/07/17/3603,28,107,13,-53.85
/news/2018/10/02/3708,28,139,3,-100.0
/parks/employment/custodian-sanitation-specialist,28,66,1,-0.0
/parks/inclusive,28,20,18,-38.89
/recreation/programs/10196,28,173,24,-79.17
/recreation/programs/9801,28,105,17,-58.82
/search/node?keys=cirt,28,5,1,-0.0
/search/node?keys=city+council,28,21,4,-0.0
/search/node?keys=Email,28,18,0,-0.0
/search/node?keys=halloween,28,15,1,-0.0
/search/node?keys=public+records,28,10,0,-0.0
/search/node?keys=stormwater,28,18,0,-0.0
/search/node?keys=trash+pick+up,28,20,0,-0.0
/search/node?keys=trash+pickup,28,11,0,-0.0
/sections/viewSection.php?section_id=381,28,35,14,-42.86
/streets-parking-and-traffic/69,28,118,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-N5TdApKT6kZ9vR2RuJXeq19K3aNWDUTAy8e-frqBB8o&form_id=asm_animalsearchform&op=Search,27,4,14,-7.14
/animal-shelter/animals/57261,27,51,2,-50.0
/animal-shelter/animals/58860,27,15,0,-0.0
/animal-shelter/animals/58861,27,28,0,-0.0
/animal-shelter/animals/59078,27,8,0,-0.0
/animal-shelter/animals/60081,27,23,0,-0.0
/animal-shelter/animals/60299,27,19,0,-0.0
/animal-shelter/animals/60345,27,57,1,-0.0
/animal-shelter/animals/60361,27,58,3,-66.67
/animal-shelter/animals/61003,27,5,0,-0.0
/animal-shelter/animals/61308,27,7,0,-0.0
/animal-shelter/animals/61355,27,56,0,-0.0
/animal-shelter/animals/61884,27,10,0,-0.0
/animal-shelter/found/159,27,34,0,-0.0
/animal-shelter/found/213,27,11,1,-0.0
/animal-shelter/lost/1127,27,8,0,-0.0
/animal-shelter/lost/1219,27,7,0,-0.0
/boards/industrial-development/meetings/2018,27,27,0,-0.0
/council/legislation/2017,27,10,2,-50.0
/documents/viewDocument.php?document_id=1031,27,300,21,-80.95
/documents/viewDocument.php?document_id=5719,27,10,18,-44.44
/farmers-market/,27,10,5,-60.0
/index.php/animal-shelter/animals/59696,27,11,1,-100.0
/index.php/animal-shelter/volunteer,27,74,4,-75.0
/index.php/departments/hr/internships,27,15,14,-78.57
/index.php/departments/legal,27,55,10,-40.0
/index.php/housing/rental-complaints,27,74,8,-62.5
/index.php/transportation/bus,27,71,4,-50.0
/locations/home.php?locationGroup_id=5,27,35,15,-0.0
/mlk-day/,27,27,23,-69.57
/neighborhoods/preservation/coa,27,6,5,-0.0
/news/2006/09/06/1134,27,297,23,-78.26
/news/2016/03/31/1311,27,220,16,-62.5
/news/2016/11/22/1665,27,32,3,-0.0
/news/2017/04/25/1374,27,23,3,-33.33
/news/2017/07/12/986,27,26,13,-61.54
/news/2017/10/04/2904,27,29,8,-50.0
/news/2018/07/03/3587,27,101,13,-53.85
/news/2018/12/13/3797,27,22,1,-0.0
/recreation/,27,6,3,-33.33
/recreation/fitness/training,27,4,2,-0.0
/recreation/programs/10211,27,88,21,-85.71
/recreation/programs/10292,27,7,22,-72.73
/recreation/programs/10312,27,14,1,-0.0
/recreation/programs/10457,27,28,22,-90.91
/recreation/programs/10521,27,36,10,-90.0
/recreation/programs/10535,27,29,0,-0.0
/recreation/programs/10595,27,231,5,-100.0
/recreation/programs/10746,27,25,0,-0.0
/search/node?keys=Calendar,27,66,0,-0.0
/search/node?keys=Christmas tree disposal,27,4,8,-0.0
/search/node?keys=drool+in+the+pool,27,6,0,-0.0
/search/node?keys=plan+commission,27,60,1,-0.0
/search/node?keys=property tax,27,11,0,-0.0
/sections/viewSection.php?section_id=210,27,8,16,-43.75
/sites/default/files/2018-10/05 Ride - Marching Band Score.pdf,27,5,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-7Srb6bWbAtVOaEP8OYg5r6t5lLUe3dXT0dW0sWzUfgQ&form_id=asm_animalsearchform&op=Search,26,41,2,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-AvklyW9f6CHbrJltyhADbv1SQ-_xwXL-AqAOIb6yBRs&form_id=asm_animalsearchform&op=Search,26,6,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-CkVDI2PkgtpoCeki7bsGv4aiR_BejSQLKp7pamjjKkM&form_id=asm_animalsearchform&op=Search,26,4,7,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-GXGacArYDR12ZbuDpAdUvzaBgkQVUGW-9e7v7k0JvqM&form_id=asm_animalsearchform&op=Search,26,13,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-JQwHgPBHOiaY-L_CNmzzt4QTwRAmcxeq4R8xr6rrdFQ&form_id=asm_animalsearchform&op=Search,26,9,0,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-rb9JfdRCgdWmgEacv0sdYT_TwhzHqIN2lbQSr-qhmIs&form_id=asm_animalsearchform&op=Search,26,5,1,-0.0
/animal-shelter/animals?species=Dog&form_build_id=form-Y4BxoXlVcmXCajURKCHkESZtMx6adO9TCqnWK9Tbobw&form_id=asm_animalsearchform&op=Search,26,4,3,-0.0
/animal-shelter/animals/57835,26,7,0,-0.0
/animal-shelter/animals/57968,26,66,0,-0.0
/animal-shelter/animals/58087,26,31,0,-0.0
/animal-shelter/animals/59356,26,9,0,-0.0
/animal-shelter/animals/59577,26,70,1,-0.0
/animal-shelter/animals/59887,26,10,2,-100.0
/animal-shelter/animals/60808,26,13,0,-0.0
/animal-shelter/animals/60889,26,7,0,-0.0
/animal-shelter/animals/61007,26,9,0,-0.0
/animal-shelter/animals/61720,26,39,0,-0.0
/animal-shelter/found/221,26,13,0,-0.0
/animal-shelter/found/245,26,7,0,-0.0
/animal-shelter/lost/1118,26,11,0,-0.0
/animal-shelter/lost/1197,26,6,0,-0.0
/animal-shelter/lost/1230,26,12,0,-0.0
/animal-shelter/lost/774,26,13,0,-0.0
/boards/housing-authority/meetings/2018,26,8,0,-0.0
/council/legislation/Ordinance/1995,26,83,4,-50.0
/departments/hr/jobs/part-time-evidence-room-clerk-police-department,26,33,11,-45.45
/documents/viewDocument.php?document_id=9309,26,5,4,-0.0
/dreamers-doers/Brad-Wisler-Mike-Trotzke,26,213,14,-57.14
/farmers-market/prepared-food/kettle-corn,26,39,10,-80.0
/index.php/animal-shelter/animals/60050,26,22,2,-100.0
/media/media/application/pdf/1129.pdf,26,3,20,-65.0
/media/media/application/pdf/27365.pdf,26,2,13,-30.77
/news/2016/05/25/1258,26,47,12,-75.0
/news/2016/08/29/2703,26,41,11,-36.36
/news/2017/02/01/2419,26,51,3,-33.33
/news/2017/06/01/896,26,28,11,-54.55
/news/2017/10/26/2942,26,79,12,-33.33
/news/2018/04/10/3478,26,24,5,-60.0
/news/2018/09/28/3707,26,25,2,-50.0
/news/2018/12/13/3796,26,84,4,-75.0
/parks/employment/lifeguard-supervisor,26,45,1,-0.0
/recreation/programs,26,21,3,-0.0
/recreation/programs/10252,26,36,23,-78.26
/recreation/programs/10302,26,24,1,-0.0
/recreation/programs/10311,26,17,1,-0.0
/recreation/programs/10324,26,140,4,-25.0
/recreation/programs/10529,26,63,7,-71.43
/recreation/sports/special-olympics,26,7,6,-50.0
